"","Kingdom","Phylum","Class","Order","Family","Genus","Species","OTU"
"merged_CO1_7697","","","","","","","","merged_CO1_7697"
"merged_CO1_7698","","","","","","","","merged_CO1_7698"
"merged_CO1_7699","","","","","","","","merged_CO1_7699"
"merged_CO1_7700","","","","","","","","merged_CO1_7700"
"merged_CO1_7701","","","","","","","","merged_CO1_7701"
"merged_CO1_7702","","","","","","","","merged_CO1_7702"
"merged_CO1_7703","","","","","","","","merged_CO1_7703"
"merged_CO1_7704","","","","","","","","merged_CO1_7704"
"merged_CO1_7705","","","","","","","","merged_CO1_7705"
"merged_CO1_7706","","","","","","","","merged_CO1_7706"
"merged_CO1_7707","","","","","","","","merged_CO1_7707"
"merged_CO1_7708","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Delesseriaceae_31386","Polyneura_31390","Polyneura latissima_31391","merged_CO1_7708"
"merged_CO1_7709","","","","","","","","merged_CO1_7709"
"merged_CO1_7710","","","","","","","","merged_CO1_7710"
"merged_CO1_7711","","","","","","","","merged_CO1_7711"
"merged_CO1_7712","","","","","","","","merged_CO1_7712"
"merged_CO1_7713","","","","","","","","merged_CO1_7713"
"merged_CO1_7714","Eukaryota_2759","Porifera_6040","Demospongiae_6042","Suberitida_1779162","","","","merged_CO1_7714"
"merged_CO1_7715","","","","","","","","merged_CO1_7715"
"merged_CO1_7716","","","","","","","","merged_CO1_7716"
"merged_CO1_7717","","","","","","","","merged_CO1_7717"
"merged_CO1_7718","","","","","","","","merged_CO1_7718"
"merged_CO1_7719","","","","","","","","merged_CO1_7719"
"merged_CO1_7720","Eukaryota_2759","Echinodermata_7586","Asteroidea_7588","Valvatida_41166","Asterinidae_7592","Patiria_35076","Patiria miniata_46514","merged_CO1_7720"
"merged_CO1_7721","","","","","","","","merged_CO1_7721"
"merged_CO1_7722","","","","","","","","merged_CO1_7722"
"merged_CO1_7723","","","","","","","","merged_CO1_7723"
"merged_CO1_7724","","","","","","","","merged_CO1_7724"
"merged_CO1_7725","","","","","","","","merged_CO1_7725"
"merged_CO1_7726","","","","","","","","merged_CO1_7726"
"merged_CO1_7727","","","","","","","","merged_CO1_7727"
"merged_CO1_7728","","","","","","","","merged_CO1_7728"
"merged_CO1_7729","","","","","","","","merged_CO1_7729"
"merged_CO1_7730","","","","","","","","merged_CO1_7730"
"merged_CO1_7731","","","","","","","","merged_CO1_7731"
"merged_CO1_7732","","","","","","","","merged_CO1_7732"
"merged_CO1_7733","","","","","","","","merged_CO1_7733"
"merged_CO1_7734","","","","","","","","merged_CO1_7734"
"merged_CO1_7735","","","","","","","","merged_CO1_7735"
"merged_CO1_7736","","","","","","","","merged_CO1_7736"
"merged_CO1_7737","","","","","","","","merged_CO1_7737"
"merged_CO1_7738","","","","","","","","merged_CO1_7738"
"merged_CO1_7739","","","","","","","","merged_CO1_7739"
"merged_CO1_7740","","","","","","","","merged_CO1_7740"
"merged_CO1_7741","","","","","","","","merged_CO1_7741"
"merged_CO1_7742","","","","","","","","merged_CO1_7742"
"merged_CO1_7743","","","","","","","","merged_CO1_7743"
"merged_CO1_7744","","","","","","","","merged_CO1_7744"
"merged_CO1_7745","","","","","","","","merged_CO1_7745"
"merged_CO1_7746","","","","","","","","merged_CO1_7746"
"merged_CO1_7747","","","","","","","","merged_CO1_7747"
"merged_CO1_7748","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Sabellida_6362","Sabellidae_6366","Megalomma_431175","Megalomma splendida_868036","merged_CO1_7748"
"merged_CO1_7749","","","","","","","","merged_CO1_7749"
"merged_CO1_7750","","","","","","","","merged_CO1_7750"
"merged_CO1_7751","","","","","","","","merged_CO1_7751"
"merged_CO1_7752","","","","","","","","merged_CO1_7752"
"merged_CO1_7753","","","","","","","","merged_CO1_7753"
"merged_CO1_7754","","","","","","","","merged_CO1_7754"
"merged_CO1_7755","","","","","","","","merged_CO1_7755"
"merged_CO1_7756","","","","","","","","merged_CO1_7756"
"merged_CO1_7757","","","","","","","","merged_CO1_7757"
"merged_CO1_7758","","","","","","","","merged_CO1_7758"
"merged_CO1_7759","Eukaryota_2759","Arthropoda_6656","Thecostraca_116172","Balanomorpha_2899670","Balanidae_37806","Balanus_6677","","merged_CO1_7759"
"merged_CO1_7760","","","","","","","","merged_CO1_7760"
"merged_CO1_7761","","","","","","","","merged_CO1_7761"
"merged_CO1_7762","","","","","","","","merged_CO1_7762"
"merged_CO1_7763","","","","","","","","merged_CO1_7763"
"merged_CO1_7764","","","","","","","","merged_CO1_7764"
"merged_CO1_7765","","","","","","","","merged_CO1_7765"
"merged_CO1_7766","","","","","","","","merged_CO1_7766"
"merged_CO1_7767","","","","","","","","merged_CO1_7767"
"merged_CO1_7768","","","","","","","","merged_CO1_7768"
"merged_CO1_7769","","","","","","","","merged_CO1_7769"
"merged_CO1_7770","","","","","","","","merged_CO1_7770"
"merged_CO1_7771","","","","","","","","merged_CO1_7771"
"merged_CO1_7772","","","","","","","","merged_CO1_7772"
"merged_CO1_7773","","","","","","","","merged_CO1_7773"
"merged_CO1_7774","","","","","","","","merged_CO1_7774"
"merged_CO1_7775","","","","","","","","merged_CO1_7775"
"merged_CO1_7776","","","","","","","","merged_CO1_7776"
"merged_CO1_7777","","","","","","","","merged_CO1_7777"
"merged_CO1_7778","","","","","","","","merged_CO1_7778"
"merged_CO1_7779","","","","","","","","merged_CO1_7779"
"merged_CO1_7780","","","","","","","","merged_CO1_7780"
"merged_CO1_7781","","","","","","","","merged_CO1_7781"
"merged_CO1_7782","","","","","","","","merged_CO1_7782"
"merged_CO1_7783","","","","","","","","merged_CO1_7783"
"merged_CO1_7784","","","","","","","","merged_CO1_7784"
"merged_CO1_7785","","","","","","","","merged_CO1_7785"
"merged_CO1_7786","","","","","","","","merged_CO1_7786"
"merged_CO1_7787","","","","","","","","merged_CO1_7787"
"merged_CO1_7788","","","","","","","","merged_CO1_7788"
"merged_CO1_7789","","","","","","","","merged_CO1_7789"
"merged_CO1_7790","","","","","","","","merged_CO1_7790"
"merged_CO1_7791","","","","","","","","merged_CO1_7791"
"merged_CO1_7792","","","","","","","","merged_CO1_7792"
"merged_CO1_7793","","","","","","","","merged_CO1_7793"
"merged_CO1_7794","","","","","","","","merged_CO1_7794"
"merged_CO1_7795","","","","","","","","merged_CO1_7795"
"merged_CO1_7796","","","","","","","","merged_CO1_7796"
"merged_CO1_7797","","","","","","","","merged_CO1_7797"
"merged_CO1_7798","","","","","","","","merged_CO1_7798"
"merged_CO1_7799","","","","","","","","merged_CO1_7799"
"merged_CO1_7800","","","","","","","","merged_CO1_7800"
"merged_CO1_7801","","","","","","","","merged_CO1_7801"
"merged_CO1_7802","","","","","","","","merged_CO1_7802"
"merged_CO1_7803","","","","","","","","merged_CO1_7803"
"merged_CO1_7804","","","","","","","","merged_CO1_7804"
"merged_CO1_7805","","","","","","","","merged_CO1_7805"
"merged_CO1_7806","","","","","","","","merged_CO1_7806"
"merged_CO1_7807","","","","","","","","merged_CO1_7807"
"merged_CO1_7808","","","","","","","","merged_CO1_7808"
"merged_CO1_7809","","","","","","","","merged_CO1_7809"
"merged_CO1_7810","","","","","","","","merged_CO1_7810"
"merged_CO1_7811","","","","","","","","merged_CO1_7811"
"merged_CO1_7812","","","","","","","","merged_CO1_7812"
"merged_CO1_7813","","","","","","","","merged_CO1_7813"
"merged_CO1_7814","","","","","","","","merged_CO1_7814"
"merged_CO1_7815","","","","","","","","merged_CO1_7815"
"merged_CO1_7816","","","","","","","","merged_CO1_7816"
"merged_CO1_7817","Eukaryota_2759","phylum_Dinophyceae_2864","Dinophyceae_2864","Prorocentrales_2942","Prorocentraceae_2943","Prorocentrum_2944","Prorocentrum minimum_39449","merged_CO1_7817"
"merged_CO1_7818","","","","","","","","merged_CO1_7818"
"merged_CO1_7819","","","","","","","","merged_CO1_7819"
"merged_CO1_7820","","","","","","","","merged_CO1_7820"
"merged_CO1_7821","","","","","","","","merged_CO1_7821"
"merged_CO1_7822","","","","","","","","merged_CO1_7822"
"merged_CO1_7823","","","","","","","","merged_CO1_7823"
"merged_CO1_7824","","","","","","","","merged_CO1_7824"
"merged_CO1_7825","","","","","","","","merged_CO1_7825"
"merged_CO1_7826","","","","","","","","merged_CO1_7826"
"merged_CO1_7827","","","","","","","","merged_CO1_7827"
"merged_CO1_7828","","","","","","","","merged_CO1_7828"
"merged_CO1_7829","","","","","","","","merged_CO1_7829"
"merged_CO1_7831","","","","","","","","merged_CO1_7831"
"merged_CO1_7832","","","","","","","","merged_CO1_7832"
"merged_CO1_7833","","","","","","","","merged_CO1_7833"
"merged_CO1_7834","","","","","","","","merged_CO1_7834"
"merged_CO1_7835","","","","","","","","merged_CO1_7835"
"merged_CO1_7836","","","","","","","","merged_CO1_7836"
"merged_CO1_7837","","","","","","","","merged_CO1_7837"
"merged_CO1_7838","","","","","","","","merged_CO1_7838"
"merged_CO1_7839","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Nudibranchia_70849","family_Triopha_76174","Triopha_76174","Triopha maculata_252570","merged_CO1_7839"
"merged_CO1_7840","","","","","","","","merged_CO1_7840"
"merged_CO1_7841","","","","","","","","merged_CO1_7841"
"merged_CO1_7842","","","","","","","","merged_CO1_7842"
"merged_CO1_7843","","","","","","","","merged_CO1_7843"
"merged_CO1_7844","","","","","","","","merged_CO1_7844"
"merged_CO1_7845","","","","","","","","merged_CO1_7845"
"merged_CO1_7846","","","","","","","","merged_CO1_7846"
"merged_CO1_7847","","","","","","","","merged_CO1_7847"
"merged_CO1_7848","","","","","","","","merged_CO1_7848"
"merged_CO1_7849","","","","","","","","merged_CO1_7849"
"merged_CO1_7850","","","","","","","","merged_CO1_7850"
"merged_CO1_7851","","","","","","","","merged_CO1_7851"
"merged_CO1_7852","","","","","","","","merged_CO1_7852"
"merged_CO1_7853","","","","","","","","merged_CO1_7853"
"merged_CO1_7854","","","","","","","","merged_CO1_7854"
"merged_CO1_7855","","","","","","","","merged_CO1_7855"
"merged_CO1_7856","","","","","","","","merged_CO1_7856"
"merged_CO1_7857","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Polynoidae_46593","Halosydna_328595","Halosydna brevisetosa_328596","merged_CO1_7857"
"merged_CO1_7858","","","","","","","","merged_CO1_7858"
"merged_CO1_7859","","","","","","","","merged_CO1_7859"
"merged_CO1_7860","","","","","","","","merged_CO1_7860"
"merged_CO1_7861","","","","","","","","merged_CO1_7861"
"merged_CO1_7862","","","","","","","","merged_CO1_7862"
"merged_CO1_7863","","","","","","","","merged_CO1_7863"
"merged_CO1_7864","","","","","","","","merged_CO1_7864"
"merged_CO1_7865","","","","","","","","merged_CO1_7865"
"merged_CO1_7866","","","","","","","","merged_CO1_7866"
"merged_CO1_7867","","","","","","","","merged_CO1_7867"
"merged_CO1_7868","","","","","","","","merged_CO1_7868"
"merged_CO1_7869","","","","","","","","merged_CO1_7869"
"merged_CO1_7870","","","","","","","","merged_CO1_7870"
"merged_CO1_7871","","","","","","","","merged_CO1_7871"
"merged_CO1_7872","","","","","","","","merged_CO1_7872"
"merged_CO1_7873","","","","","","","","merged_CO1_7873"
"merged_CO1_7874","","","","","","","","merged_CO1_7874"
"merged_CO1_7875","","","","","","","","merged_CO1_7875"
"merged_CO1_7876","","","","","","","","merged_CO1_7876"
"merged_CO1_7877","","","","","","","","merged_CO1_7877"
"merged_CO1_7878","","","","","","","","merged_CO1_7878"
"merged_CO1_7879","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Stylommatophora_6527","Agriolimacidae_147582","Deroceras_145609","Deroceras reticulatum_145610","merged_CO1_7879"
"merged_CO1_7880","","","","","","","","merged_CO1_7880"
"merged_CO1_7881","","","","","","","","merged_CO1_7881"
"merged_CO1_7882","","","","","","","","merged_CO1_7882"
"merged_CO1_7883","","","","","","","","merged_CO1_7883"
"merged_CO1_7884","","","","","","","","merged_CO1_7884"
"merged_CO1_7885","","","","","","","","merged_CO1_7885"
"merged_CO1_7886","","","","","","","","merged_CO1_7886"
"merged_CO1_7887","","","","","","","","merged_CO1_7887"
"merged_CO1_7888","","","","","","","","merged_CO1_7888"
"merged_CO1_7889","","","","","","","","merged_CO1_7889"
"merged_CO1_7890","","","","","","","","merged_CO1_7890"
"merged_CO1_7891","","","","","","","","merged_CO1_7891"
"merged_CO1_7892","","","","","","","","merged_CO1_7892"
"merged_CO1_7893","","","","","","","","merged_CO1_7893"
"merged_CO1_7894","","","","","","","","merged_CO1_7894"
"merged_CO1_7895","","","","","","","","merged_CO1_7895"
"merged_CO1_7896","","","","","","","","merged_CO1_7896"
"merged_CO1_7897","","","","","","","","merged_CO1_7897"
"merged_CO1_7898","","","","","","","","merged_CO1_7898"
"merged_CO1_7899","","","","","","","","merged_CO1_7899"
"merged_CO1_7900","","","","","","","","merged_CO1_7900"
"merged_CO1_7901","","","","","","","","merged_CO1_7901"
"merged_CO1_7902","","","","","","","","merged_CO1_7902"
"merged_CO1_7903","Eukaryota_2759","phylum_Phaeophyceae_2870","Phaeophyceae_2870","Ectocarpales_2877","Chordariaceae_66220","Papenfussiella_185796","Papenfussiella kuromo_185805","merged_CO1_7903"
"merged_CO1_7904","","","","","","","","merged_CO1_7904"
"merged_CO1_7905","","","","","","","","merged_CO1_7905"
"merged_CO1_7906","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Sabellida_6362","Sabellidae_6366","Chone_431171","Chone magna CMC01_868097","merged_CO1_7906"
"merged_CO1_7907","","","","","","","","merged_CO1_7907"
"merged_CO1_7908","","","","","","","","merged_CO1_7908"
"merged_CO1_7909","","","","","","","","merged_CO1_7909"
"merged_CO1_7910","","","","","","","","merged_CO1_7910"
"merged_CO1_7911","","","","","","","","merged_CO1_7911"
"merged_CO1_7912","","","","","","","","merged_CO1_7912"
"merged_CO1_7913","","","","","","","","merged_CO1_7913"
"merged_CO1_7914","","","","","","","","merged_CO1_7914"
"merged_CO1_7915","","","","","","","","merged_CO1_7915"
"merged_CO1_7916","","","","","","","","merged_CO1_7916"
"merged_CO1_7917","","","","","","","","merged_CO1_7917"
"merged_CO1_7918","","","","","","","","merged_CO1_7918"
"merged_CO1_7919","","","","","","","","merged_CO1_7919"
"merged_CO1_7920","","","","","","","","merged_CO1_7920"
"merged_CO1_7921","","","","","","","","merged_CO1_7921"
"merged_CO1_7922","","","","","","","","merged_CO1_7922"
"merged_CO1_7923","","","","","","","","merged_CO1_7923"
"merged_CO1_7924","","","","","","","","merged_CO1_7924"
"merged_CO1_7925","","","","","","","","merged_CO1_7925"
"merged_CO1_7926","","","","","","","","merged_CO1_7926"
"merged_CO1_7927","","","","","","","","merged_CO1_7927"
"merged_CO1_7928","","","","","","","","merged_CO1_7928"
"merged_CO1_7929","","","","","","","","merged_CO1_7929"
"merged_CO1_7930","","","","","","","","merged_CO1_7930"
"merged_CO1_7931","","","","","","","","merged_CO1_7931"
"merged_CO1_7932","","","","","","","","merged_CO1_7932"
"merged_CO1_7933","Eukaryota_2759","Bacillariophyta_2836","Coscinodiscophyceae_33836","Rhizosoleniales_33844","Rhizosoleniaceae_33845","Rhizosolenia_3004","Rhizosolenia setigera_3005","merged_CO1_7933"
"merged_CO1_7934","","","","","","","","merged_CO1_7934"
"merged_CO1_7935","","","","","","","","merged_CO1_7935"
"merged_CO1_7936","","","","","","","","merged_CO1_7936"
"merged_CO1_7937","","","","","","","","merged_CO1_7937"
"merged_CO1_7938","","","","","","","","merged_CO1_7938"
"merged_CO1_7939","","","","","","","","merged_CO1_7939"
"merged_CO1_7940","","","","","","","","merged_CO1_7940"
"merged_CO1_7941","","","","","","","","merged_CO1_7941"
"merged_CO1_7942","","","","","","","","merged_CO1_7942"
"merged_CO1_7943","Eukaryota_2759","phylum_Phaeophyceae_2870","Phaeophyceae_2870","Ectocarpales_2877","Chordariaceae_66220","Leathesia_27962","Leathesia marina_1053873","merged_CO1_7943"
"merged_CO1_7944","","","","","","","","merged_CO1_7944"
"merged_CO1_7945","","","","","","","","merged_CO1_7945"
"merged_CO1_7946","","","","","","","","merged_CO1_7946"
"merged_CO1_7947","","","","","","","","merged_CO1_7947"
"merged_CO1_7948","","","","","","","","merged_CO1_7948"
"merged_CO1_7949","","","","","","","","merged_CO1_7949"
"merged_CO1_7950","","","","","","","","merged_CO1_7950"
"merged_CO1_7951","","","","","","","","merged_CO1_7951"
"merged_CO1_7952","","","","","","","","merged_CO1_7952"
"merged_CO1_7953","","","","","","","","merged_CO1_7953"
"merged_CO1_7954","","","","","","","","merged_CO1_7954"
"merged_CO1_7955","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Sabellida_6362","Sabellidae_6366","Chone_431171","Chone magna CMC02_868098","merged_CO1_7955"
"merged_CO1_7956","","","","","","","","merged_CO1_7956"
"merged_CO1_7957","","","","","","","","merged_CO1_7957"
"merged_CO1_7958","","","","","","","","merged_CO1_7958"
"merged_CO1_7959","Eukaryota_2759","Echinodermata_7586","Echinoidea_7625","Camarodonta_2785018","Strongylocentrotidae_31181","Strongylocentrotus_7664","Strongylocentrotus purpuratus_7668","merged_CO1_7959"
"merged_CO1_7960","","","","","","","","merged_CO1_7960"
"merged_CO1_7961","","","","","","","","merged_CO1_7961"
"merged_CO1_7962","","","","","","","","merged_CO1_7962"
"merged_CO1_7963","","","","","","","","merged_CO1_7963"
"merged_CO1_7964","","","","","","","","merged_CO1_7964"
"merged_CO1_7965","","","","","","","","merged_CO1_7965"
"merged_CO1_7966","","","","","","","","merged_CO1_7966"
"merged_CO1_7967","","","","","","","","merged_CO1_7967"
"merged_CO1_7968","","","","","","","","merged_CO1_7968"
"merged_CO1_7969","","","","","","","","merged_CO1_7969"
"merged_CO1_7970","","","","","","","","merged_CO1_7970"
"merged_CO1_7971","","","","","","","","merged_CO1_7971"
"merged_CO1_7972","","","","","","","","merged_CO1_7972"
"merged_CO1_7973","","","","","","","","merged_CO1_7973"
"merged_CO1_7974","","","","","","","","merged_CO1_7974"
"merged_CO1_7975","","","","","","","","merged_CO1_7975"
"merged_CO1_7976","","","","","","","","merged_CO1_7976"
"merged_CO1_7977","","","","","","","","merged_CO1_7977"
"merged_CO1_7978","","","","","","","","merged_CO1_7978"
"merged_CO1_7979","","","","","","","","merged_CO1_7979"
"merged_CO1_7980","","","","","","","","merged_CO1_7980"
"merged_CO1_7981","","","","","","","","merged_CO1_7981"
"merged_CO1_7982","","","","","","","","merged_CO1_7982"
"merged_CO1_7983","","","","","","","","merged_CO1_7983"
"merged_CO1_7984","","","","","","","","merged_CO1_7984"
"merged_CO1_7985","","","","","","","","merged_CO1_7985"
"merged_CO1_7986","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Trochida_2315720","Calliostomatidae_648666","Calliostoma_155529","Calliostoma ligatum_703298","merged_CO1_7986"
"merged_CO1_7987","","","","","","","","merged_CO1_7987"
"merged_CO1_7988","","","","","","","","merged_CO1_7988"
"merged_CO1_7989","","","","","","","","merged_CO1_7989"
"merged_CO1_7990","","","","","","","","merged_CO1_7990"
"merged_CO1_7991","Eukaryota_2759","Cnidaria_6073","Hydrozoa_6074","Leptothecata_500008","Kirchenpaueriidae_308592","Kirchenpaueria_308593","Kirchenpaueria pinnata_308620","merged_CO1_7991"
"merged_CO1_7992","","","","","","","","merged_CO1_7992"
"merged_CO1_7993","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Paguridae_6745","Pagurus_6746","Pagurus granosimanus_519093","merged_CO1_7993"
"merged_CO1_7994","","","","","","","","merged_CO1_7994"
"merged_CO1_7995","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Polynoidae_46593","Halosydna_328595","Halosydna brevisetosa_328596","merged_CO1_7995"
"merged_CO1_7996","","","","","","","","merged_CO1_7996"
"merged_CO1_7997","","","","","","","","merged_CO1_7997"
"merged_CO1_7998","","","","","","","","merged_CO1_7998"
"merged_CO1_7999","","","","","","","","merged_CO1_7999"
"merged_CO1_8000","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Nudibranchia_70849","Discodorididae_6515","Peltodoris_1772197","Peltodoris nobilis_589681","merged_CO1_8000"
"merged_CO1_8001","","","","","","","","merged_CO1_8001"
"merged_CO1_8002","","","","","","","","merged_CO1_8002"
"merged_CO1_8003","","","","","","","","merged_CO1_8003"
"merged_CO1_8004","","","","","","","","merged_CO1_8004"
"merged_CO1_8005","","","","","","","","merged_CO1_8005"
"merged_CO1_8006","","","","","","","","merged_CO1_8006"
"merged_CO1_8007","","","","","","","","merged_CO1_8007"
"merged_CO1_8008","","","","","","","","merged_CO1_8008"
"merged_CO1_8009","","","","","","","","merged_CO1_8009"
"merged_CO1_8010","","","","","","","","merged_CO1_8010"
"merged_CO1_8011","","","","","","","","merged_CO1_8011"
"merged_CO1_8012","","","","","","","","merged_CO1_8012"
"merged_CO1_8013","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Neogastropoda_6479","Columbellidae_74056","Amphissa_1421182","Amphissa reticulata_1421184","merged_CO1_8013"
"merged_CO1_8014","Eukaryota_2759","Annelida_6340","Clitellata_42113","Hirudinida_2218736","Piscicolidae_60930","Malmiana_375505","Malmiana buthi_375530","merged_CO1_8014"
"merged_CO1_8015","","","","","","","","merged_CO1_8015"
"merged_CO1_8016","","","","","","","","merged_CO1_8016"
"merged_CO1_8017","","","","","","","","merged_CO1_8017"
"merged_CO1_8018","","","","","","","","merged_CO1_8018"
"merged_CO1_8019","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Trochida_2315720","Calliostomatidae_648666","Calliostoma_155529","Calliostoma ligatum_703298","merged_CO1_8019"
"merged_CO1_8020","","","","","","","","merged_CO1_8020"
"merged_CO1_8021","","","","","","","","merged_CO1_8021"
"merged_CO1_8022","","","","","","","","merged_CO1_8022"
"merged_CO1_8023","","","","","","","","merged_CO1_8023"
"merged_CO1_8024","","","","","","","","merged_CO1_8024"
"merged_CO1_8025","","","","","","","","merged_CO1_8025"
"merged_CO1_8026","","","","","","","","merged_CO1_8026"
"merged_CO1_8027","","","","","","","","merged_CO1_8027"
"merged_CO1_8028","","","","","","","","merged_CO1_8028"
"merged_CO1_8029","Eukaryota_2759","Chordata_7711","Mammalia_40674","Carnivora_33554","Felidae_9681","Felis_9682","Felis silvestris_9683","merged_CO1_8029"
"merged_CO1_8030","","","","","","","","merged_CO1_8030"
"merged_CO1_8031","","","","","","","","merged_CO1_8031"
"merged_CO1_8032","","","","","","","","merged_CO1_8032"
"merged_CO1_8033","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Stichaeidae_30892","Anoplarchus_320622","Anoplarchus insignis_1225888","merged_CO1_8033"
"merged_CO1_8034","","","","","","","","merged_CO1_8034"
"merged_CO1_8035","","","","","","","","merged_CO1_8035"
"merged_CO1_8036","","","","","","","","merged_CO1_8036"
"merged_CO1_8037","","","","","","","","merged_CO1_8037"
"merged_CO1_8038","","","","","","","","merged_CO1_8038"
"merged_CO1_8039","","","","","","","","merged_CO1_8039"
"merged_CO1_8040","","","","","","","","merged_CO1_8040"
"merged_CO1_8041","","","","","","","","merged_CO1_8041"
"merged_CO1_8042","","","","","","","","merged_CO1_8042"
"merged_CO1_8043","","","","","","","","merged_CO1_8043"
"merged_CO1_8044","","","","","","","","merged_CO1_8044"
"merged_CO1_8045","","","","","","","","merged_CO1_8045"
"merged_CO1_8046","","","","","","","","merged_CO1_8046"
"merged_CO1_8048","","","","","","","","merged_CO1_8048"
"merged_CO1_8049","","","","","","","","merged_CO1_8049"
"merged_CO1_8050","","","","","","","","merged_CO1_8050"
"merged_CO1_8051","","","","","","","","merged_CO1_8051"
"merged_CO1_8052","Eukaryota_2759","Chlorophyta_3041","Chloropicophyceae_2302911","Chloropicales_2302912","Chloropicaceae_2302913","Chloropicon_2302914","Chloropicon sieburthii_1764286","merged_CO1_8052"
"merged_CO1_8053","","","","","","","","merged_CO1_8053"
"merged_CO1_8054","","","","","","","","merged_CO1_8054"
"merged_CO1_8056","","","","","","","","merged_CO1_8056"
"merged_CO1_8057","","","","","","","","merged_CO1_8057"
"merged_CO1_8058","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Polynoidae_46593","Halosydna_328595","Halosydna brevisetosa_328596","merged_CO1_8058"
"merged_CO1_8059","","","","","","","","merged_CO1_8059"
"merged_CO1_8060","","","","","","","","merged_CO1_8060"
"merged_CO1_8061","","","","","","","","merged_CO1_8061"
"merged_CO1_8062","","","","","","","","merged_CO1_8062"
"merged_CO1_8063","","","","","","","","merged_CO1_8063"
"merged_CO1_8064","","","","","","","","merged_CO1_8064"
"merged_CO1_8065","","","","","","","","merged_CO1_8065"
"merged_CO1_8066","","","","","","","","merged_CO1_8066"
"merged_CO1_8067","","","","","","","","merged_CO1_8067"
"merged_CO1_8068","","","","","","","","merged_CO1_8068"
"merged_CO1_8069","","","","","","","","merged_CO1_8069"
"merged_CO1_8070","","","","","","","","merged_CO1_8070"
"merged_CO1_8071","Eukaryota_2759","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Tonicellidae_413412","Cyanoplax_413413","Cyanoplax dentiens_413415","merged_CO1_8071"
"merged_CO1_8072","","","","","","","","merged_CO1_8072"
"merged_CO1_8073","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Amphipoda_6821","Ischyroceridae_371444","Ischyrocerus_399029","Ischyrocerus anguipes_587150","merged_CO1_8073"
"merged_CO1_8074","","","","","","","","merged_CO1_8074"
"merged_CO1_8075","","","","","","","","merged_CO1_8075"
"merged_CO1_8076","Eukaryota_2759","Chlorophyta_3041","Mamiellophyceae_1035538","Mamiellales_13792","Mamiellaceae_41873","Micromonas_38832","Micromonas pusilla_38833","merged_CO1_8076"
"merged_CO1_8077","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Paguridae_6745","Pagurus_6746","Pagurus granosimanus_519093","merged_CO1_8077"
"merged_CO1_8078","","","","","","","","merged_CO1_8078"
"merged_CO1_8079","","","","","","","","merged_CO1_8079"
"merged_CO1_8080","","","","","","","","merged_CO1_8080"
"merged_CO1_8081","","","","","","","","merged_CO1_8081"
"merged_CO1_8082","","","","","","","","merged_CO1_8082"
"merged_CO1_8083","","","","","","","","merged_CO1_8083"
"merged_CO1_8084","","","","","","","","merged_CO1_8084"
"merged_CO1_8085","","","","","","","","merged_CO1_8085"
"merged_CO1_8086","","","","","","","","merged_CO1_8086"
"merged_CO1_8087","","","","","","","","merged_CO1_8087"
"merged_CO1_8088","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Ceramiales_2802","Rhodomelaceae_2803","Osmundea_99898","Osmundea spectabilis_217287","merged_CO1_8088"
"merged_CO1_8089","Eukaryota_2759","Arthropoda_6656","Pycnogonida_57294","Pantopoda_373319","Tanystylidae_155766","Tanystylum_88026","Tanystylum californicum_373317","merged_CO1_8089"
"merged_CO1_8090","","","","","","","","merged_CO1_8090"
"merged_CO1_8091","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Sabellida_6362","Sabellariidae_36125","Phragmatopoma_13207","Phragmatopoma californica_13208","merged_CO1_8091"
"merged_CO1_8092","Eukaryota_2759","phylum_Dinophyceae_2864","Dinophyceae_2864","Gymnodiniales_2953","Kareniaceae_1003176","Takayama_241422","Takayama acrotrocha_387435","merged_CO1_8092"
"merged_CO1_8093","Eukaryota_2759","Mollusca_6447","Gastropoda_6448","Trochida_2315720","Tegulidae_1955470","Tegula_6467","Tegula funebralis_80350","merged_CO1_8093"
"merged_CO1_8094","","","","","","","","merged_CO1_8094"
"merged_CO1_8095","","","","","","","","merged_CO1_8095"
"merged_CO1_8096","","","","","","","","merged_CO1_8096"
"merged_CO1_8097","","","","","","","","merged_CO1_8097"
