"","Kingdom","Phylum","Class","Order","Family","Genus","Species","OTU"
"forward_CO1_2163","","","","","","","","forward_CO1_2163"
"forward_CO1_2164","","","","","","","","forward_CO1_2164"
"forward_CO1_2165","","","","","","","","forward_CO1_2165"
"forward_CO1_2166","","","","","","","","forward_CO1_2166"
"forward_CO1_2167","","","","","","","","forward_CO1_2167"
"forward_CO1_2168","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gelidiales_31399","Gelidiaceae_2808","Gelidium_2811","Gelidium robustum_31404","forward_CO1_2168"
"forward_CO1_2169","Eukaryota_2759","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Tonicellidae_413412","Cyanoplax_413413","Cyanoplax dentiens_413415","forward_CO1_2169"
"forward_CO1_2170","","","","","","","","forward_CO1_2170"
"forward_CO1_2171","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Corallinales_31395","Corallinaceae_31396","Bossiella_48614","Bossiella hakaiensis_1752041","forward_CO1_2171"
"forward_CO1_2172","Eukaryota_2759","phylum_Dinophyceae_2864","Dinophyceae_2864","Gymnodiniales_2953","Gymnodiniaceae_66801","Nusuttodinium_1610577","Nusuttodinium poecilochroum_891395","forward_CO1_2172"
"forward_CO1_2173","","","","","","","","forward_CO1_2173"
"forward_CO1_2174","","","","","","","","forward_CO1_2174"
"forward_CO1_2180","","","","","","","","forward_CO1_2180"
"forward_CO1_2181","","","","","","","","forward_CO1_2181"
"forward_CO1_2182","","","","","","","","forward_CO1_2182"
"forward_CO1_2184","","","","","","","","forward_CO1_2184"
"forward_CO1_2185","","","","","","","","forward_CO1_2185"
"forward_CO1_2186","","","","","","","","forward_CO1_2186"
"forward_CO1_2187","","","","","","","","forward_CO1_2187"
"forward_CO1_2188","","","","","","","","forward_CO1_2188"
"forward_CO1_2190","","","","","","","","forward_CO1_2190"
"forward_CO1_2191","","","","","","","","forward_CO1_2191"
"forward_CO1_2192","","","","","","","","forward_CO1_2192"
"forward_CO1_2193","","","","","","","","forward_CO1_2193"
"forward_CO1_2194","","","","","","","","forward_CO1_2194"
"forward_CO1_2195","","","","","","","","forward_CO1_2195"
"forward_CO1_2196","","","","","","","","forward_CO1_2196"
"forward_CO1_2197","","","","","","","","forward_CO1_2197"
"forward_CO1_2199","","","","","","","","forward_CO1_2199"
"forward_CO1_2200","","","","","","","","forward_CO1_2200"
"forward_CO1_2201","","","","","","","","forward_CO1_2201"
"forward_CO1_2202","","","","","","","","forward_CO1_2202"
"forward_CO1_2203","","","","","","","","forward_CO1_2203"
"forward_CO1_2204","","","","","","","","forward_CO1_2204"
"forward_CO1_2205","","","","","","","","forward_CO1_2205"
"forward_CO1_2207","","","","","","","","forward_CO1_2207"
"forward_CO1_2208","","","","","","","","forward_CO1_2208"
"forward_CO1_2209","","","","","","","","forward_CO1_2209"
"forward_CO1_2210","","","","","","","","forward_CO1_2210"
"forward_CO1_2211","","","","","","","","forward_CO1_2211"
"forward_CO1_2213","","","","","","","","forward_CO1_2213"
"forward_CO1_2214","","","","","","","","forward_CO1_2214"
"forward_CO1_2215","","","","","","","","forward_CO1_2215"
"forward_CO1_2216","","","","","","","","forward_CO1_2216"
"forward_CO1_2217","","","","","","","","forward_CO1_2217"
"forward_CO1_2218","","","","","","","","forward_CO1_2218"
"forward_CO1_2219","","","","","","","","forward_CO1_2219"
"forward_CO1_2220","","","","","","","","forward_CO1_2220"
"forward_CO1_2221","","","","","","","","forward_CO1_2221"
"forward_CO1_2222","","","","","","","","forward_CO1_2222"
"forward_CO1_2223","","","","","","","","forward_CO1_2223"
"forward_CO1_2225","","","","","","","","forward_CO1_2225"
"forward_CO1_2226","","","","","","","","forward_CO1_2226"
"forward_CO1_2227","","","","","","","","forward_CO1_2227"
"forward_CO1_2234","","","","","","","","forward_CO1_2234"
"forward_CO1_2235","","","","","","","","forward_CO1_2235"
"forward_CO1_2236","","","","","","","","forward_CO1_2236"
"forward_CO1_2238","","","","","","","","forward_CO1_2238"
"forward_CO1_2239","","","","","","","","forward_CO1_2239"
"forward_CO1_2240","","","","","","","","forward_CO1_2240"
"forward_CO1_2241","","","","","","","","forward_CO1_2241"
"forward_CO1_2242","","","","","","","","forward_CO1_2242"
"forward_CO1_2243","","","","","","","","forward_CO1_2243"
"forward_CO1_2245","","","","","","","","forward_CO1_2245"
"forward_CO1_2246","","","","","","","","forward_CO1_2246"
"forward_CO1_2247","","","","","","","","forward_CO1_2247"
"forward_CO1_2248","","","","","","","","forward_CO1_2248"
"forward_CO1_2249","","","","","","","","forward_CO1_2249"
"forward_CO1_2250","","","","","","","","forward_CO1_2250"
"forward_CO1_2251","","","","","","","","forward_CO1_2251"
"forward_CO1_2252","","","","","","","","forward_CO1_2252"
"forward_CO1_2253","","","","","","","","forward_CO1_2253"
"forward_CO1_2254","Eukaryota_2759","Annelida_6340","Sipuncula_6433","Golfingiida_792580","Themistidae_120999","Themiste_6435","Themiste dyscritum_6436","forward_CO1_2254"
"forward_CO1_2255","","","","","","","","forward_CO1_2255"
"forward_CO1_2256","","","","","","","","forward_CO1_2256"
"forward_CO1_2257","Eukaryota_2759","Mollusca_6447","Cephalopoda_6605","Myopsida_551347","Loliginidae_6615","Doryteuthis_1051063","Doryteuthis opalescens_1051066","forward_CO1_2257"
"forward_CO1_2258","","","","","","","","forward_CO1_2258"
"forward_CO1_2259","","","","","","","","forward_CO1_2259"
"forward_CO1_2260","","","","","","","","forward_CO1_2260"
"forward_CO1_2261","","","","","","","","forward_CO1_2261"
"forward_CO1_2262","","","","","","","","forward_CO1_2262"
"forward_CO1_2265","Eukaryota_2759","phylum_Phaeophyceae_2870","Phaeophyceae_2870","Ectocarpales_2877","Chordariaceae_66220","Haplogloia_27941","Haplogloia andersonii_27942","forward_CO1_2265"
"forward_CO1_2266","","","","","","","","forward_CO1_2266"
"forward_CO1_2267","","","","","","","","forward_CO1_2267"
"forward_CO1_2268","Eukaryota_2759","Chlorophyta_3041","Mamiellophyceae_1035538","Mamiellales_13792","Mamiellaceae_41873","Micromonas_38832","Micromonas pusilla_38833","forward_CO1_2268"
"forward_CO1_2269","Eukaryota_2759","Chlorophyta_3041","Mamiellophyceae_1035538","Mamiellales_13792","Mamiellaceae_41873","Micromonas_38832","Micromonas pusilla_38833","forward_CO1_2269"
"forward_CO1_2270","","","","","","","","forward_CO1_2270"
"forward_CO1_2271","","","","","","","","forward_CO1_2271"
"forward_CO1_2273","Eukaryota_2759","phylum_Phaeophyceae_2870","Phaeophyceae_2870","Ectocarpales_2877","Chordariaceae_66220","Myriotrichia_64912","Myriotrichia claviformis_64930","forward_CO1_2273"
"forward_CO1_2274","","","","","","","","forward_CO1_2274"
"forward_CO1_2276","","","","","","","","forward_CO1_2276"
"forward_CO1_2277","Eukaryota_2759","phylum_Dinophyceae_2864","Dinophyceae_2864","Gymnodiniales_2953","Gymnodiniaceae_66801","Nusuttodinium_1610577","Nusuttodinium poecilochroum_891395","forward_CO1_2277"
"forward_CO1_2278","","","","","","","","forward_CO1_2278"
"forward_CO1_2279","","","","","","","","forward_CO1_2279"
"forward_CO1_2280","","","","","","","","forward_CO1_2280"
"forward_CO1_2281","","","","","","","","forward_CO1_2281"
"forward_CO1_2288","","","","","","","","forward_CO1_2288"
"forward_CO1_2289","","","","","","","","forward_CO1_2289"
"forward_CO1_2290","","","","","","","","forward_CO1_2290"
"forward_CO1_2291","","","","","","","","forward_CO1_2291"
"forward_CO1_2292","","","","","","","","forward_CO1_2292"
"forward_CO1_2300","","","","","","","","forward_CO1_2300"
"forward_CO1_2301","","","","","","","","forward_CO1_2301"
"forward_CO1_2302","","","","","","","","forward_CO1_2302"
"forward_CO1_2303","","","","","","","","forward_CO1_2303"
"forward_CO1_2304","","","","","","","","forward_CO1_2304"
"forward_CO1_2305","","","","","","","","forward_CO1_2305"
"forward_CO1_2306","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Epialtidae_516942","Pugettia_27407","Pugettia producta_504418","forward_CO1_2306"
"forward_CO1_2307","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Epialtidae_516942","Pugettia_27407","Pugettia producta_504418","forward_CO1_2307"
"forward_CO1_2309","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Corallinales_31395","Corallinaceae_31396","Bossiella_48614","Bossiella mayae_2364640","forward_CO1_2309"
"forward_CO1_2310","","","","","","","","forward_CO1_2310"
"forward_CO1_2311","Eukaryota_2759","phylum_Phaeophyceae_2870","Phaeophyceae_2870","Ectocarpales_2877","Chordariaceae_66220","Leathesia_27962","Leathesia difformis_27963","forward_CO1_2311"
"forward_CO1_2312","","","","","","","","forward_CO1_2312"
"forward_CO1_2313","","","","","","","","forward_CO1_2313"
"forward_CO1_2314","","","","","","","","forward_CO1_2314"
"forward_CO1_2315","","","","","","","","forward_CO1_2315"
"forward_CO1_2316","","","","","","","","forward_CO1_2316"
"forward_CO1_2317","","","","","","","","forward_CO1_2317"
"forward_CO1_2318","","","","","","","","forward_CO1_2318"
"forward_CO1_2319","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Acrochaetiales_31355","Acrochaetiaceae_31356","Acrochaetium_31357","Acrochaetium plumosum_1582912","forward_CO1_2319"
"forward_CO1_2320","","","","","","","","forward_CO1_2320"
"forward_CO1_2321","","","","","","","","forward_CO1_2321"
"forward_CO1_2324","","","","","","","","forward_CO1_2324"
"forward_CO1_2325","","","","","","","","forward_CO1_2325"
"forward_CO1_2326","","","","","","","","forward_CO1_2326"
"forward_CO1_2327","","","","","","","","forward_CO1_2327"
"forward_CO1_2328","","","","","","","","forward_CO1_2328"
"forward_CO1_2329","","","","","","","","forward_CO1_2329"
"forward_CO1_2330","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Nereididae_39820","Platynereis_6358","Platynereis bicanaliculata_868042","forward_CO1_2330"
"forward_CO1_2331","Eukaryota_2759","Cnidaria_6073","Hydrozoa_6074","Leptothecata_500008","Aglaopheniidae_308582","Aglaophenia_308583","Aglaophenia struthionides_1769401","forward_CO1_2331"
"forward_CO1_2332","","","","","","","","forward_CO1_2332"
"forward_CO1_2333","","","","","","","","forward_CO1_2333"
"forward_CO1_2334","Eukaryota_2759","Chlorophyta_3041","Mamiellophyceae_1035538","Mamiellales_13792","Mamiellaceae_41873","Micromonas_38832","Micromonas pusilla_38833","forward_CO1_2334"
"forward_CO1_2336","","","","","","","","forward_CO1_2336"
"forward_CO1_2337","","","","","","","","forward_CO1_2337"
"forward_CO1_2338","","","","","","","","forward_CO1_2338"
"forward_CO1_2339","","","","","","","","forward_CO1_2339"
"forward_CO1_2340","","","","","","","","forward_CO1_2340"
"forward_CO1_2341","","","","","","","","forward_CO1_2341"
"forward_CO1_2342","","","","","","","","forward_CO1_2342"
"forward_CO1_2343","","","","","","","","forward_CO1_2343"
"forward_CO1_2344","","","","","","","","forward_CO1_2344"
"forward_CO1_2345","","","","","","","","forward_CO1_2345"
"forward_CO1_2347","","","","","","","","forward_CO1_2347"
"forward_CO1_2348","","","","","","","","forward_CO1_2348"
"forward_CO1_2349","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella flaccida_29230","forward_CO1_2349"
"forward_CO1_2350","","","","","","","","forward_CO1_2350"
"forward_CO1_2351","","","","","","","","forward_CO1_2351"
"forward_CO1_2352","","","","","","","","forward_CO1_2352"
"forward_CO1_2354","","","","","","","","forward_CO1_2354"
"forward_CO1_2356","Eukaryota_2759","Cnidaria_6073","Hydrozoa_6074","Leptothecata_500008","Aglaopheniidae_308582","Aglaophenia_308583","Aglaophenia struthionides_1769401","forward_CO1_2356"
"forward_CO1_2357","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_2357"
"forward_CO1_2358","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_2358"
"forward_CO1_2359","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_2359"
"forward_CO1_2360","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Kallymeniaceae_31430","Callophyllis_31431","Callophyllis edentata_217480","forward_CO1_2360"
"forward_CO1_2361","","","","","","","","forward_CO1_2361"
"forward_CO1_2364","","","","","","","","forward_CO1_2364"
"forward_CO1_2365","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_2365"
"forward_CO1_2366","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_2366"
"forward_CO1_2367","","","","","","","","forward_CO1_2367"
"forward_CO1_2368","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_2368"
"forward_CO1_2369","","","","","","","","forward_CO1_2369"
"forward_CO1_2370","","","","","","","","forward_CO1_2370"
"forward_CO1_2371","","","","","","","","forward_CO1_2371"
"forward_CO1_2372","","","","","","","","forward_CO1_2372"
"forward_CO1_2373","","","","","","","","forward_CO1_2373"
"forward_CO1_2374","","","","","","","","forward_CO1_2374"
"forward_CO1_2375","","","","","","","","forward_CO1_2375"
"forward_CO1_2376","Eukaryota_2759","Chlorophyta_3041","Mamiellophyceae_1035538","Mamiellales_13792","Mamiellaceae_41873","Micromonas_38832","Micromonas pusilla_38833","forward_CO1_2376"
"forward_CO1_2377","","","","","","","","forward_CO1_2377"
"forward_CO1_2378","","","","","","","","forward_CO1_2378"
"forward_CO1_2380","Eukaryota_2759","Annelida_6340","Polychaeta_6341","order_Orbiniidae_46603","Orbiniidae_46603","Naineris_273008","Naineris dendritica CMC01_868108","forward_CO1_2380"
"forward_CO1_2381","","","","","","","","forward_CO1_2381"
"forward_CO1_2382","","","","","","","","forward_CO1_2382"
"forward_CO1_2384","","","","","","","","forward_CO1_2384"
"forward_CO1_2385","","","","","","","","forward_CO1_2385"
"forward_CO1_2386","","","","","","","","forward_CO1_2386"
"forward_CO1_2387","","","","","","","","forward_CO1_2387"
"forward_CO1_2388","","","","","","","","forward_CO1_2388"
"forward_CO1_2389","","","","","","","","forward_CO1_2389"
"forward_CO1_2390","","","","","","","","forward_CO1_2390"
"forward_CO1_2392","","","","","","","","forward_CO1_2392"
"forward_CO1_2393","","","","","","","","forward_CO1_2393"
"forward_CO1_2394","","","","","","","","forward_CO1_2394"
"forward_CO1_2395","","","","","","","","forward_CO1_2395"
"forward_CO1_2396","","","","","","","","forward_CO1_2396"
"forward_CO1_2397","","","","","","","","forward_CO1_2397"
"forward_CO1_2398","Eukaryota_2759","phylum_Dinophyceae_2864","Dinophyceae_2864","Gymnodiniales_2953","Gymnodiniaceae_66801","Nusuttodinium_1610577","Nusuttodinium poecilochroum_891395","forward_CO1_2398"
"forward_CO1_2399","","","","","","","","forward_CO1_2399"
"forward_CO1_2400","","","","","","","","forward_CO1_2400"
"forward_CO1_2401","","","","","","","","forward_CO1_2401"
"forward_CO1_2402","","","","","","","","forward_CO1_2402"
"forward_CO1_2403","","","","","","","","forward_CO1_2403"
"forward_CO1_2404","","","","","","","","forward_CO1_2404"
"forward_CO1_2405","","","","","","","","forward_CO1_2405"
"forward_CO1_2406","","","","","","","","forward_CO1_2406"
"forward_CO1_2407","","","","","","","","forward_CO1_2407"
"forward_CO1_2408","","","","","","","","forward_CO1_2408"
"forward_CO1_2409","","","","","","","","forward_CO1_2409"
"forward_CO1_2410","","","","","","","","forward_CO1_2410"
"forward_CO1_2411","","","","","","","","forward_CO1_2411"
"forward_CO1_2412","","","","","","","","forward_CO1_2412"
"forward_CO1_2413","","","","","","","","forward_CO1_2413"
"forward_CO1_2414","","","","","","","","forward_CO1_2414"
"forward_CO1_2415","","","","","","","","forward_CO1_2415"
"forward_CO1_2416","","","","","","","","forward_CO1_2416"
"forward_CO1_2417","","","","","","","","forward_CO1_2417"
"forward_CO1_2418","","","","","","","","forward_CO1_2418"
"forward_CO1_2419","","","","","","","","forward_CO1_2419"
"forward_CO1_2420","","","","","","","","forward_CO1_2420"
"forward_CO1_2421","","","","","","","","forward_CO1_2421"
"forward_CO1_2422","","","","","","","","forward_CO1_2422"
"forward_CO1_2423","","","","","","","","forward_CO1_2423"
"forward_CO1_2424","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_2424"
"forward_CO1_2425","Eukaryota_2759","Chlorophyta_3041","Mamiellophyceae_1035538","Mamiellales_13792","Mamiellaceae_41873","Micromonas_38832","Micromonas pusilla_38833","forward_CO1_2425"
"forward_CO1_2427","","","","","","","","forward_CO1_2427"
"forward_CO1_2428","","","","","","","","forward_CO1_2428"
"forward_CO1_2429","","","","","","","","forward_CO1_2429"
"forward_CO1_2430","","","","","","","","forward_CO1_2430"
"forward_CO1_2431","","","","","","","","forward_CO1_2431"
"forward_CO1_2432","","","","","","","","forward_CO1_2432"
"forward_CO1_2433","","","","","","","","forward_CO1_2433"
"forward_CO1_2434","","","","","","","","forward_CO1_2434"
"forward_CO1_2435","","","","","","","","forward_CO1_2435"
"forward_CO1_2437","","","","","","","","forward_CO1_2437"
"forward_CO1_2438","","","","","","","","forward_CO1_2438"
"forward_CO1_2440","","","","","","","","forward_CO1_2440"
"forward_CO1_2441","","","","","","","","forward_CO1_2441"
"forward_CO1_2447","","","","","","","","forward_CO1_2447"
"forward_CO1_2448","","","","","","","","forward_CO1_2448"
